priority,source,owner,id,check,reason,detail,structured,envKeys,action
P0,release-config,release-infra,backend base url,backend base url,placeholder value is not allowed,placeholder value is not allowed,false,"LUMIRA_BASE_URL;DEPLOY_CHECK_BASE_URL","Set LUMIRA_BASE_URL or DEPLOY_CHECK_BASE_URL for backend base url in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,backend base url,backend base url,must use HTTPS for production-equivalent evidence,must use HTTPS for production-equivalent evidence,false,"LUMIRA_BASE_URL;DEPLOY_CHECK_BASE_URL","Set LUMIRA_BASE_URL or DEPLOY_CHECK_BASE_URL for backend base url in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,cors origins,cors origins,placeholder value is not allowed,placeholder value is not allowed,false,"CORS_ALLOWED_ORIGIN_PATTERNS;SAAS_WEB_CORS_ALLOWED_ORIGIN_PATTERNS","Set CORS_ALLOWED_ORIGIN_PATTERNS or SAAS_WEB_CORS_ALLOWED_ORIGIN_PATTERNS for cors origins in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,database password,database password,placeholder value is not allowed,placeholder value is not allowed,false,"DB_PASSWORD;SPRING_DATASOURCE_PASSWORD;MYSQL_PASSWORD","Set DB_PASSWORD or SPRING_DATASOURCE_PASSWORD or MYSQL_PASSWORD for database password in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,database password,database password,must be at least 16 characters,must be at least 16 characters,false,"DB_PASSWORD;SPRING_DATASOURCE_PASSWORD;MYSQL_PASSWORD","Set DB_PASSWORD or SPRING_DATASOURCE_PASSWORD or MYSQL_PASSWORD for database password in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,database url,database url,placeholder value is not allowed,placeholder value is not allowed,false,"DB_URL;SPRING_DATASOURCE_URL","Set DB_URL or SPRING_DATASOURCE_URL for database url in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,database username,database username,placeholder value is not allowed,placeholder value is not allowed,false,"DB_USERNAME;SPRING_DATASOURCE_USERNAME;MYSQL_USER","Set DB_USERNAME or SPRING_DATASOURCE_USERNAME or MYSQL_USER for database username in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,field secret,field secret,placeholder value is not allowed,placeholder value is not allowed,false,"FIELD_SECRET;SAAS_SECURITY_FIELD_SECRET","Set FIELD_SECRET or SAAS_SECURITY_FIELD_SECRET for field secret in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,field secret,field secret,must be at least 32 characters,must be at least 32 characters,false,"FIELD_SECRET;SAAS_SECURITY_FIELD_SECRET","Set FIELD_SECRET or SAAS_SECURITY_FIELD_SECRET for field secret in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,frontend base url,frontend base url,placeholder value is not allowed,placeholder value is not allowed,false,"PLAYWRIGHT_BASE_URL;FRONTEND_BASE_URL","Set PLAYWRIGHT_BASE_URL or FRONTEND_BASE_URL for frontend base url in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,frontend base url,frontend base url,must use HTTPS for production-equivalent evidence,must use HTTPS for production-equivalent evidence,false,"PLAYWRIGHT_BASE_URL;FRONTEND_BASE_URL","Set PLAYWRIGHT_BASE_URL or FRONTEND_BASE_URL for frontend base url in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,jwt secret,jwt secret,placeholder value is not allowed,placeholder value is not allowed,false,"JWT_SECRET;SAAS_SECURITY_JWT_SECRET","Set JWT_SECRET or SAAS_SECURITY_JWT_SECRET for jwt secret in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,jwt secret,jwt secret,must be at least 32 characters,must be at least 32 characters,false,"JWT_SECRET;SAAS_SECURITY_JWT_SECRET","Set JWT_SECRET or SAAS_SECURITY_JWT_SECRET for jwt secret in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,release-config,release-infra,redis host,redis host,placeholder value is not allowed,placeholder value is not allowed,false,"REDIS_HOST;SPRING_DATA_REDIS_HOST","Set REDIS_HOST or SPRING_DATA_REDIS_HOST for redis host in DDD_RELEASE_ENV_FILE or the production-equivalent runtime environment, then rerun `node scripts/ddd-release-config-evidence.mjs`."
P0,docker,release-infra,docker-blocker-1,docker-blocker-1,lumira-server: docker build failed after 3 attempt(s) with transient registry/network error status 1,lumira-server: docker build failed after 3 attempt(s) with transient registry/network error status 1,false,"DDD_DOCKER_COMMAND;DDD_DOCKER_BUILD_STRICT","Resolve Docker image evidence blocker and rerun `node scripts/ddd-docker-build-evidence.mjs`; for Docker Hub/network failures set `DDD_DOCKER_MAVEN_IMAGE`, `DDD_DOCKER_JRE_IMAGE`, `DDD_DOCKER_NODE_IMAGE`, and `DDD_DOCKER_NGINX_IMAGE` to trusted registry mirror images. Mirror retry example: DDD_DOCKER_BUILD_STRICT=true DDD_DOCKER_BUILD_RETRIES=4 DDD_DOCKER_MAVEN_IMAGE=<registry>/maven:3.9.11-eclipse-temurin-21 DDD_DOCKER_JRE_IMAGE=<registry>/eclipse-temurin:21-jre DDD_DOCKER_NODE_IMAGE=<registry>/node:22-bookworm-slim DDD_DOCKER_NGINX_IMAGE=<registry>/nginx:1.29-alpine node scripts/ddd-docker-build-evidence.mjs. If CI already built the release candidate images, use explicit inspect-only evidence instead: DDD_DOCKER_BUILD_STRICT=true DDD_DOCKER_EXISTING_IMAGE_BUILD_EVIDENCE=<ci-build-artifact-or-run-url> DDD_DOCKER_EXISTING_LUMIRA_SERVER_IMAGE=<registry>/lumira-server:<release-candidate> DDD_DOCKER_EXISTING_FRONTEND_IMAGE=<registry>/frontend:<release-candidate> node scripts/ddd-docker-build-evidence.mjs."
P0,docker,release-infra,docker-blocker-2,docker-blocker-2,frontend: docker build failed after 3 attempt(s) with transient registry/network error status 1,frontend: docker build failed after 3 attempt(s) with transient registry/network error status 1,false,"DDD_DOCKER_COMMAND;DDD_DOCKER_BUILD_STRICT","Resolve Docker image evidence blocker and rerun `node scripts/ddd-docker-build-evidence.mjs`; for Docker Hub/network failures set `DDD_DOCKER_MAVEN_IMAGE`, `DDD_DOCKER_JRE_IMAGE`, `DDD_DOCKER_NODE_IMAGE`, and `DDD_DOCKER_NGINX_IMAGE` to trusted registry mirror images. Mirror retry example: DDD_DOCKER_BUILD_STRICT=true DDD_DOCKER_BUILD_RETRIES=4 DDD_DOCKER_MAVEN_IMAGE=<registry>/maven:3.9.11-eclipse-temurin-21 DDD_DOCKER_JRE_IMAGE=<registry>/eclipse-temurin:21-jre DDD_DOCKER_NODE_IMAGE=<registry>/node:22-bookworm-slim DDD_DOCKER_NGINX_IMAGE=<registry>/nginx:1.29-alpine node scripts/ddd-docker-build-evidence.mjs. If CI already built the release candidate images, use explicit inspect-only evidence instead: DDD_DOCKER_BUILD_STRICT=true DDD_DOCKER_EXISTING_IMAGE_BUILD_EVIDENCE=<ci-build-artifact-or-run-url> DDD_DOCKER_EXISTING_LUMIRA_SERVER_IMAGE=<registry>/lumira-server:<release-candidate> DDD_DOCKER_EXISTING_FRONTEND_IMAGE=<registry>/frontend:<release-candidate> node scripts/ddd-docker-build-evidence.mjs."
P0,docker,release-infra,docker-image-frontend-failed,docker-image-frontend-failed,docker build failed after 3 attempt(s) with transient registry/network error status 1,docker build failed after 3 attempt(s) with transient registry/network error status 1,false,"DDD_DOCKER_COMMAND;DDD_DOCKER_BUILD_STRICT","Fix Docker image build/inspect failure and regenerate image evidence with `DDD_DOCKER_BUILD_STRICT=true node scripts/ddd-docker-build-evidence.mjs`; for transient registry failures configure `DDD_DOCKER_*_IMAGE` mirror overrides and rerun. Mirror retry example: DDD_DOCKER_BUILD_STRICT=true DDD_DOCKER_BUILD_RETRIES=4 DDD_DOCKER_MAVEN_IMAGE=<registry>/maven:3.9.11-eclipse-temurin-21 DDD_DOCKER_JRE_IMAGE=<registry>/eclipse-temurin:21-jre DDD_DOCKER_NODE_IMAGE=<registry>/node:22-bookworm-slim DDD_DOCKER_NGINX_IMAGE=<registry>/nginx:1.29-alpine node scripts/ddd-docker-build-evidence.mjs. If CI already built the release candidate images, use explicit inspect-only evidence instead: DDD_DOCKER_BUILD_STRICT=true DDD_DOCKER_EXISTING_IMAGE_BUILD_EVIDENCE=<ci-build-artifact-or-run-url> DDD_DOCKER_EXISTING_LUMIRA_SERVER_IMAGE=<registry>/lumira-server:<release-candidate> DDD_DOCKER_EXISTING_FRONTEND_IMAGE=<registry>/frontend:<release-candidate> node scripts/ddd-docker-build-evidence.mjs."
P0,docker,release-infra,docker-image-lumira-server-failed,docker-image-lumira-server-failed,docker build failed after 3 attempt(s) with transient registry/network error status 1,docker build failed after 3 attempt(s) with transient registry/network error status 1,false,"DDD_DOCKER_COMMAND;DDD_DOCKER_BUILD_STRICT","Fix Docker image build/inspect failure and regenerate image evidence with `DDD_DOCKER_BUILD_STRICT=true node scripts/ddd-docker-build-evidence.mjs`; for transient registry failures configure `DDD_DOCKER_*_IMAGE` mirror overrides and rerun. Mirror retry example: DDD_DOCKER_BUILD_STRICT=true DDD_DOCKER_BUILD_RETRIES=4 DDD_DOCKER_MAVEN_IMAGE=<registry>/maven:3.9.11-eclipse-temurin-21 DDD_DOCKER_JRE_IMAGE=<registry>/eclipse-temurin:21-jre DDD_DOCKER_NODE_IMAGE=<registry>/node:22-bookworm-slim DDD_DOCKER_NGINX_IMAGE=<registry>/nginx:1.29-alpine node scripts/ddd-docker-build-evidence.mjs. If CI already built the release candidate images, use explicit inspect-only evidence instead: DDD_DOCKER_BUILD_STRICT=true DDD_DOCKER_EXISTING_IMAGE_BUILD_EVIDENCE=<ci-build-artifact-or-run-url> DDD_DOCKER_EXISTING_LUMIRA_SERVER_IMAGE=<registry>/lumira-server:<release-candidate> DDD_DOCKER_EXISTING_FRONTEND_IMAGE=<registry>/frontend:<release-candidate> node scripts/ddd-docker-build-evidence.mjs."
P0,runtime-readiness,release-infra,runtime-readiness-contract-1,runtime-readiness-contract-1,runtime readiness productionEquivalence.strict must be true for strict release evidence,runtime readiness productionEquivalence.strict must be true for strict release evidence,false,"LUMIRA_BASE_URL;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR",Fix runtime readiness artifact contract issues and regenerate summary.json with `node scripts/ddd-runtime-readiness-smoke.mjs`.
P0,runtime-readiness,release-infra,runtime-readiness-contract-2,runtime-readiness-contract-2,runtime readiness productionEquivalence.https must be true for strict release evidence,runtime readiness productionEquivalence.https must be true for strict release evidence,false,"LUMIRA_BASE_URL;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR",Fix runtime readiness artifact contract issues and regenerate summary.json with `node scripts/ddd-runtime-readiness-smoke.mjs`.
P0,runtime-readiness,release-infra,runtime-readiness-contract-3,runtime-readiness-contract-3,runtime readiness productionEquivalence.localOnly must be false for strict release evidence,runtime readiness productionEquivalence.localOnly must be false for strict release evidence,false,"LUMIRA_BASE_URL;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR",Fix runtime readiness artifact contract issues and regenerate summary.json with `node scripts/ddd-runtime-readiness-smoke.mjs`.
P0,runtime-readiness,release-infra,runtime-readiness-contract-4,runtime-readiness-contract-4,runtime readiness productionEquivalence.deploymentEvidence is required,runtime readiness productionEquivalence.deploymentEvidence is required,false,"LUMIRA_BASE_URL;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR",Fix runtime readiness artifact contract issues and regenerate summary.json with `node scripts/ddd-runtime-readiness-smoke.mjs`.
P0,manifest,release-owner,manifest-missing-no-explain-json-files-in-tmp-ddd-explain,manifest-missing-no-explain-json-files-in-tmp-ddd-explain,no explain JSON files in tmp\ddd-explain,no explain JSON files in tmp\ddd-explain,false,"DDD_RELEASE_MANIFEST_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Regenerate the missing evidence artifact, then rerun `node scripts/ddd-release-evidence-manifest.mjs`."
P0,authenticated-performance,release-performance,performance-actual-shape-1,performance-actual-shape-1,authenticated performance actual productionEquivalence.strict must be true for strict release evidence,authenticated performance actual productionEquivalence.strict must be true for strict release evidence,false,,Fix authenticated performance actual artifact shape and rerun the smoke.
P0,authenticated-performance,release-performance,performance-actual-shape-2,performance-actual-shape-2,authenticated performance actual productionEquivalence.https must be true for strict release evidence,authenticated performance actual productionEquivalence.https must be true for strict release evidence,false,,Fix authenticated performance actual artifact shape and rerun the smoke.
P0,authenticated-performance,release-performance,performance-actual-shape-3,performance-actual-shape-3,authenticated performance actual productionEquivalence.localOnly must be false for strict release evidence,authenticated performance actual productionEquivalence.localOnly must be false for strict release evidence,false,,Fix authenticated performance actual artifact shape and rerun the smoke.
P0,authenticated-performance,release-performance,performance-actual-shape-4,performance-actual-shape-4,authenticated performance actual productionEquivalence.deploymentEvidence is required,authenticated performance actual productionEquivalence.deploymentEvidence is required,false,,Fix authenticated performance actual artifact shape and rerun the smoke.
P0,authenticated-performance,release-performance,performance-baseline-metadata-5,performance-baseline-metadata-5,strict release baseline requires baselineType=authenticated-runtime,strict release baseline requires baselineType=authenticated-runtime,false,"DDD_AUTH_PERF_BASELINE_ACCEPTED_BY;DDD_AUTH_PERF_BASELINE_ENVIRONMENT;DDD_AUTH_PERF_BASELINE_SOURCE_ARTIFACT;DDD_RELEASE_CANDIDATE","Regenerate authenticated performance baseline with accepted-by, source environment, source artifact, and release candidate metadata."
P0,authenticated-performance,release-performance,performance-baseline-metadata-6,performance-baseline-metadata-6,acceptedAt must be an ISO timestamp,acceptedAt must be an ISO timestamp,false,"DDD_AUTH_PERF_BASELINE_ACCEPTED_BY;DDD_AUTH_PERF_BASELINE_ENVIRONMENT;DDD_AUTH_PERF_BASELINE_SOURCE_ARTIFACT;DDD_RELEASE_CANDIDATE","Regenerate authenticated performance baseline with accepted-by, source environment, source artifact, and release candidate metadata."
P0,authenticated-performance,release-performance,performance-baseline-metadata-7,performance-baseline-metadata-7,acceptedBy is required,acceptedBy is required,false,"DDD_AUTH_PERF_BASELINE_ACCEPTED_BY;DDD_AUTH_PERF_BASELINE_ENVIRONMENT;DDD_AUTH_PERF_BASELINE_SOURCE_ARTIFACT;DDD_RELEASE_CANDIDATE","Regenerate authenticated performance baseline with accepted-by, source environment, source artifact, and release candidate metadata."
P0,authenticated-performance,release-performance,performance-baseline-metadata-8,performance-baseline-metadata-8,sourceArtifact is required,sourceArtifact is required,false,"DDD_AUTH_PERF_BASELINE_ACCEPTED_BY;DDD_AUTH_PERF_BASELINE_ENVIRONMENT;DDD_AUTH_PERF_BASELINE_SOURCE_ARTIFACT;DDD_RELEASE_CANDIDATE","Regenerate authenticated performance baseline with accepted-by, source environment, source artifact, and release candidate metadata."
P0,authenticated-performance,release-performance,performance-baseline-metadata-9,performance-baseline-metadata-9,sourceSha256 must be a SHA-256 hex digest,sourceSha256 must be a SHA-256 hex digest,false,"DDD_AUTH_PERF_BASELINE_ACCEPTED_BY;DDD_AUTH_PERF_BASELINE_ENVIRONMENT;DDD_AUTH_PERF_BASELINE_SOURCE_ARTIFACT;DDD_RELEASE_CANDIDATE","Regenerate authenticated performance baseline with accepted-by, source environment, source artifact, and release candidate metadata."
P1,ai-runtime,ai,ai-owner-gateway,ai-owner-gateway,ownerGateway status=CONFIGURED configuredOwners=0,ownerGateway status=CONFIGURED configuredOwners=0,false,"DDD_AI_EXPECT_OWNER_GATEWAY_REMOTE;LUMIRA_AI_OWNER_IAM_BASE_URL;LUMIRA_AI_OWNER_FILE_BASE_URL;LUMIRA_AI_OWNER_PLATFORM_BASE_URL",Configure and verify remote AI owner gateways for IAM/File/Platform integrations.
P1,ai-runtime,ai,ai-provider-runtime,ai-provider-runtime,provider status=CONFIGURED remoteConfigured=false,provider status=CONFIGURED remoteConfigured=false,false,"DDD_AI_EXPECT_PROVIDER_REMOTE;LUMIRA_AI_PROVIDER;LUMIRA_AI_PROVIDER_OPENAI_COMPATIBLE_BASE_URL;LUMIRA_AI_PROVIDER_OPENAI_COMPATIBLE_API_KEY","Configure and verify a remote AI provider runtime; strict release must not rely on local fallback."
P1,ai-runtime,ai,ai-runtime-base-url,ai-runtime-base-url,missing production-equivalent AI base URL,missing production-equivalent AI base URL,false,"LUMIRA_AI_BASE_URL;LUMIRA_BASE_URL;DEPLOY_CHECK_BASE_URL;BASE_URL",Run AI runtime drill against an HTTPS non-local AI runtime base URL.
P1,frontend-smoke,frontend,frontend-deployed-expectation,frontend-deployed-expectation,strict release requires deployed frontend smoke expectation,strict release requires deployed frontend smoke expectation,false,DDD_FRONTEND_EXPECT_DEPLOYED,Set DDD_FRONTEND_EXPECT_DEPLOYED=true for strict deployed frontend smoke evidence.
P1,business-e2e,file-owner,file-processing-production-equivalence,file-processing-production-equivalence,"strict file processing E2E requires HTTPS baseUrl evidence; strict file processing E2E requires non-local baseUrl, got http://127.0.0.1:8080","strict file processing E2E requires HTTPS baseUrl evidence; strict file processing E2E requires non-local baseUrl, got http://127.0.0.1:8080",false,"LUMIRA_BASE_URL;DEPLOY_CHECK_BASE_URL;BASE_URL;DDD_BUSINESS_E2E_DEPLOYMENT_EVIDENCE;LUMIRA_UPLOAD_STORAGE_ROOT;LUMIRA_JOB_INTERNAL_TOKEN",Regenerate File processing E2E smoke against an HTTPS non-local production-equivalent backend with real storage and job token evidence using `node scripts/ddd-file-processing-e2e-smoke.mjs`.
P1,business-e2e,job-owner,job-e2e-production-equivalence,job-e2e-production-equivalence,"strict job E2E requires HTTPS baseUrl evidence; strict job E2E requires non-local baseUrl, got http://127.0.0.1:8080","strict job E2E requires HTTPS baseUrl evidence; strict job E2E requires non-local baseUrl, got http://127.0.0.1:8080",false,"LUMIRA_BASE_URL;DEPLOY_CHECK_BASE_URL;BASE_URL;LUMIRA_JOB_INTERNAL_TOKEN;DDD_BUSINESS_E2E_DEPLOYMENT_EVIDENCE",Regenerate Job/internal E2E smoke against HTTPS non-local owner endpoints with the release job token using `node scripts/ddd-job-e2e-smoke.mjs`.
P1,business-e2e,payment-owner,payment-webhook-production-equivalence,payment-webhook-production-equivalence,"strict payment webhook E2E requires HTTPS baseUrl evidence; strict payment webhook E2E requires non-local baseUrl, got http://127.0.0.1:8080","strict payment webhook E2E requires HTTPS baseUrl evidence; strict payment webhook E2E requires non-local baseUrl, got http://127.0.0.1:8080",false,"LUMIRA_BASE_URL;DEPLOY_CHECK_BASE_URL;BASE_URL;PAYMENT_PUBLIC_BASE_URL;DDD_BUSINESS_E2E_DEPLOYMENT_EVIDENCE",Regenerate Payment webhook E2E smoke against an HTTPS non-local webhook URL with provider sandbox or deployment evidence using `node scripts/ddd-payment-webhook-e2e-smoke.mjs`.
P1,rollback,ai-owner,AI,AI,AI rollback drill is DEFERRED with approved deferral evidence,AI rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise AI provider disablement, knowledge index job pause, and document index rebuild/degraded chat transcript evidence. Required evidence: AI provider disablement or fallback configuration evidence; knowledge index job pause/resume command or job output; document index rebuild or retry evidence; degraded chat/search transcript after rollback. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P1,rollback,auth-owner,Auth,Auth,Auth rollback drill is DEFERRED with approved deferral evidence,Auth rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise auth adapter rollback with session TTL compatibility, login smoke, and forced logout/keepalive evidence. Required evidence: login smoke result after adapter rollback; session TTL compatibility evidence; forced logout or keepalive behavior evidence; auth readiness/health response after rollback. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P1,rollback,file-owner,File,File,File rollback drill is DEFERRED with approved deferral evidence,File rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise file processing pause, stable object-key access, and task rerun by id; attach upload, processing row, and storage evidence. Required evidence: file processing pause/resume command or job output; stable object-key read evidence after rollback; processing task rerun by id with final state; storage artifact or upload row proving access continuity. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P1,rollback,iam-owner,IAM,IAM,IAM rollback drill is DEFERRED with approved deferral evidence,IAM rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise permission snapshot rollback, cache invalidation, and IAM v2-to-v1 adapter fallback; attach readiness, audit, and cache evidence. Required evidence: permission snapshot version before and after rollback; cache invalidation or version bump evidence; IAM v2 readiness/health response after rollback; audit entry or command log for the rollback action. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P1,rollback,job-owner,Job,Job,Job rollback drill is DEFERRED with approved deferral evidence,Job rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise XXL-JOB handler disablement and manual owner internal endpoint fallback; attach dashboard, token, and endpoint evidence. Required evidence: XXL-JOB handler disablement or dashboard evidence; manual owner internal endpoint fallback result; internal job token provenance or redacted request evidence; job readiness/metrics response after rollback. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P1,rollback,localization-owner,Localization,Localization,Localization rollback drill is DEFERRED with approved deferral evidence,Localization rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise localization release rollback and runtime bundle cache clear; attach release id, bundle metrics, and audit evidence. Required evidence: localization release id before and after rollback; runtime bundle cache clear evidence; bundle request or metrics proving rolled-back release is served; localization audit entry for the rollback action. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P1,rollback,message-owner,Message,Message,Message rollback drill is DEFERRED with approved deferral evidence,Message rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise message relay pause, monolith-compatible delivery fallback, and idempotent replay; attach relay and message state evidence. Required evidence: message relay pause/resume command or job output; delivery fallback evidence for at least one notice; idempotent replay result with duplicate-safe state; message readiness/metrics response after rollback. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
P1,rollback,payment-owner,Payment,Payment,Payment rollback drill is DEFERRED with approved deferral evidence,Payment rollback drill is DEFERRED with approved deferral evidence,false,"DDD_ROLLBACK_DRILL_FILE;DDD_ROLLBACK_DRILL_CHECK_ENV;DDD_ROLLBACK_DRILL_HANDOFF_FILE;DDD_ROLLBACK_DRILL_DEFERRAL_FILE;DDD_ROLLBACK_DRILL_STRICT;DDD_EVIDENCE_ENVIRONMENT;DDD_RELEASE_CANDIDATE;DDD_EVIDENCE_OPERATOR","Exercise payment webhook route fallback and idempotent event replay; attach provider routing, webhook metrics, and order trace evidence. Required evidence: payment provider route fallback configuration evidence; webhook idempotent replay result; order status trace before and after replay; webhook metrics or audit entry for the rollback action. If the drill is not safely exercisable, generate a reviewed deferral input with `node scripts/ddd-rollback-deferral-template.mjs`, fill real approval evidence, then run `node scripts/ddd-rollback-drill-evidence.mjs`."
